text_id,text,task_1,task_2,task_3
hasoc_en_4857,A nation more concerned about the Dhoni gloves than an entire missing plane.#DhoniKeepsTheGlove #AN32,HOF,HATE,UNT
hasoc_en_1761,Very sickening to see that the wicket keeping gloves is hampering the spirt and moral of the game 🙄  #IndiaWithDhoni #BalidaanBadge  #DhoniKeepsTheGlove https://t.co/ap3vQX0tZG,NOT,NONE,NONE
hasoc_en_4326,"@ALT_DOJ He admits to grabbing crotches, mocks a disabled man, disparages a prisoner of war, professes his love for dictators, calls white supremacists fine people, golfs on the taxpayers dime at his own properties, is in violation of his oath of office.. what more do you need? #FucktRUmp",HOF,PRFN,TIN
hasoc_en_1439,East Turkestan In 50 Seconds  https://t.co/GH1hIkbxOO  #Uyghur #FreeUyghur #EastTurkistan #China #StopChina #BoycottChina #Genocide #ウイグル #RT,NOT,NONE,NONE
hasoc_en_4641,"´Super Ruperts´ :  yes.  The donkeys, as in ´lions led by donkeys´.  #BorisJohnsonShouldNotBePM https://t.co/3Uo9NBYACI",HOF,HATE,TIN
hasoc_en_919,"Hindu-Muslim, India-Pakistan, same sex love story breaks all barriers. Internet is in love https://www.indiatoday.in/trending-news/story/hindu-muslim-india-pakistan-same-sex-love-story-breaks-all-barriers-internet-is-in-love-1575224-2019-07-30?fbclid=IwAR1WbgQT-4tkTGgIWeNp8FXBLCfyvfGMgoobb7zXIvowRWFw8cx7BlszScg … via @indiatoday",NOT,NONE,NONE
hasoc_en_5200,"Well I'll be damned,  there's now 5000 friends following my tweets.  Amazing.  I wasn't sure it would happen.    Thank you so much. I'm proud to follow each one of you back.    I'll always be the foul mouthed old Liberal Democrat shouting #FuckTrump!     Let's make it 10K    #Resist",NOT,NONE,NONE
hasoc_en_3539,Another blast from the past. #Trump and a #murderer https://t.co/7LJFg4fc60,NOT,NONE,NONE
hasoc_en_5654,What a shit show. #Alabama how can you be okay with this? No #abortion exclusion for rape victims but support for #rapist's parental rights? #Boycott #StayOutOfOurBodies #NoFilmingInALhttps://apple.news/ASjeYV8UCSeC1m0ymDR9vtg https://t.co/lyF4AuG4ND,HOF,HATE,TIN
hasoc_en_5286,I am old enough to remember when #traitor #RussianAsset #rapist #liar #whitesupremasist #mobboss #failure #LOSER #taxdodger #warlord were insults @realDonaldTrump #resist I am a registered #Republican and my @GOP should be ashamed of itself. #ImpeachTrumpNow,HOF,OFFN,TIN
hasoc_en_1883,"#PakVsIndia is no contest. #India is far ahead of #TerroristNationPakistan in every aspect. #Economy #ARMY #Cricket   If #Pakistan can win any contest, it'll be #CORRUPTION #terrorism #Treason   Some #Pakistan players will be axed after today's defeat  #IndiaVsPakistan #indiavspak",NOT,NONE,NONE
hasoc_en_545,A new survey shows how economic policy divides the GOP and unites Democrats #Resist #ResistTrump #FuckTrump https://t.co/IZ1orEthmR,NOT,NONE,NONE
hasoc_en_961,"Doctors of JIPMER, Pondicherry stand with NRSMCH. We are on a strike today so that such violence against doctors does not happen in the future.   #Savethedoctors #doctorsstrike #doctors_against_assualt #DoctorsFightBack https://t.co/Jxkb5xiXT0",NOT,NONE,NONE
hasoc_en_3083,How can they be so Naive to not check the weather condition &amp; choose Location accordingly before fixing the Tournament. People do this even before fixing Marriage Date. #ShameOnICC #CricketWorldCup19 https://t.co/NA9FiRKiNo,HOF,HATE,UNT
hasoc_en_5602,@TGeffen @darwinwoodka @LucasRoman @ImagineWorldas1 @realDonaldTrump He has destroyed this country. We need him out. Dragged by his ugly orange roots and pissed on. #ImpeachTrump #FuckTrump,HOF,PRFN,TIN
hasoc_en_806,Here’s why the Republican Party is in danger of being aged out of existence #Resist #ResistTrump #FuckTrump ,NOT,NONE,NONE
hasoc_en_80,"@CMofKarnataka,@siddaramaiah,  @MBPatil @DVSBJP  Dear Sir please look at this video we all met Earlier Homeminster for #TGSFraud and #DreamZGKfraud Like you he also promised.#IMAfraud https://t.co/PKAlmcjPcf  @suvarnanewstv",NOT,NONE,NONE
hasoc_en_504,"Maybe not, exactly. But, the person they colluded with sure has a few unmarked graves under their belt... #TrumpIsATraitor #TrumpIsADisgrace #TrumpIsNotAboveTheLaw #TrumpsAnInternationalDisgrace #UnfitForOffice #UnfitToBeHumanLetAlonePresident #UnfitToBePresident https://t.co/pe0fM9CaOn",NOT,NONE,NONE
hasoc_en_3247,@realDonaldTrump I hate @comcast #They killed or had someone kill my mom. I swear to #God and I have @PTSD from it. I wouldn’t just say that on @Twitter or #Facebook. My mom died at 61 and was completely over heart failure and goes to #Jamaica and the next week she dies on the toilet. #Murderer,NOT,NONE,NONE
hasoc_en_497,“Every time I see Boris he’s hanging from a wire with straps round his baws” #janeygodleyvoiceover #swearing #BorisJohnsonShouldNotBePM https://t.co/uHyiYiW7Dk,NOT,NONE,NONE
hasoc_en_764,"#JaiMamataViolence Mamata's days are http://numbered.One  by one she is after intellectuals.  First Doctors ,now Teachers next who ??",NOT,NONE,NONE
hasoc_en_2806,Plz support our savior... Request from AIIMS DELHI ....#DoctorsFightBack https://t.co/45Mh7xzISL,NOT,NONE,NONE
hasoc_en1_6376,"Legislative Business :Bill for Consideration And Passing: The Central Educational Institutions(Reservation In Teachers' Cadre) Bill, 2019.  https://m.facebook.com/story.php?story_fbid=452324635326382&id=464554060349094 …",NOT,NONE,NONE
hasoc_en_3607,Where are those #doctors_against_assualt and #IMAFraud and their patron @BJP4India https://t.co/tvteWghb0o,NOT,NONE,NONE
hasoc_en_3396,"@samjnamjintaegi @DilMeHindustan @deep_mahto @paree7861 @dhruv_rathee @RahulGandhi @digvijaya_28 @dhruv @samjnamjintaegi The world hate your your beloved dad (god for you) because he is a #KILLER, #MURDERER, LIAR AND A RIOTER ! HAVE KILLED 10,000 TILL DATE STARTING FROM 2002. https://t.co/QkyXnPWEPs",HOF,HATE,TIN
hasoc_en_998,"DOJ investigating Zinke's use of personal email, inspector tells lawmakers #Resist #ResistTrump #FuckTrump ",NOT,NONE,NONE
hasoc_en_933,"Supporting all the doctors in the country, you deserve better and higher levels of appreciation    Take a bow you all.    #Savethedoctors  #ProtectDoctors #DoctorsFightBack @narendramodi  @AmitShah #doctorsstrike @IMAIndiaOrg @IndianMedAssn #mci #neet @IndianDentalAsn @DentalcouncilPr",NOT,NONE,NONE
hasoc_en_4300,"lets be fair. EVERYONE mocked #MoronInChief #IdiotTrump for this one.    anyone who is SO tribal they defended this gaffe is an utter cretin, (and probably #DimboDinesh as well)    #EpicFail https://t.co/lczj9pGwy4",HOF,HATE,TIN
hasoc_en_218,#womensrights #humanrights #fucktrump  'U.S. court rules against #Trump administration in immigrant teen abortion case' - https://t.co/1JXH2TLgtE,NOT,NONE,NONE
hasoc_en_647,You’re the shit @TheRealCoach_JB Fuck ICC they ain’t shit without you,HOF,OFFN,TIN
hasoc_en_2856,"Ah, silence in the library, #1 doctor who plot to fuck up your kids pic.twitter.com/A3mYdLjAQz",HOF,PRFN,TIN
hasoc_en_3471,@ABC @GStephanopoulos Beyond stupid. Cheetolini just wants to spend my taxes on a shiny new toy.  #FuckTrump,NOT,NONE,NONE
hasoc_en_1164,@jaketapper Just abysmal. Anything to make Comrade Trump happy. #TrumpIsATraitor,NOT,NONE,NONE
hasoc_en_2405,@salmansaleh786 @AdityaRajKaul Question is... Why a #terroristNationPakistan allowed to play @ICC international cricket tournaments ???,HOF,HATE,TIN
hasoc_en_1189,The #Hypocrisy of @BorisJohnson in its full glory!  The man is a fraud #Brexit is his con.   #Boris   #BorisJohnsonShouldNotBePM  #ToryLeadershipContest   #ToryLeadershipDebate https://t.co/B9xrkE2J24,HOF,OFFN,TIN
hasoc_en1_3958,Each of the divorce must be pronounced with a stipulated interval of time between each pronouncement #TripleTalaqTruth,NOT,NONE,NONE
hasoc_en_5152,Just pray for 16 june..🙏🙏...we have waited for 4 years for epic encounter not for this shit planning of worldcup matches #ShameOnICC #INDvsPAK #CWC19 @cricketworldcup @ICC @BCCI https://t.co/XudpccE1qR,HOF,PRFN,TIN
hasoc_en_5724,Sounds like Netflix has a credibility issue. #CentralPark5 #theydidit #netflix #rapist https://t.co/sU2lGEP0rt,NOT,NONE,NONE
hasoc_en1_3490,"Instant triple talaq violates the rights of women and is not a part of Islamic teaching. There must be a proper interval between each talaq. Also, it is one of the most displeasing acts in the sight of Allah.  #tripletalaqtruth   #TrueIslam   #MuslimsForPeace   @iamsrk   @iamrana",NOT,NONE,NONE
hasoc_en_4031,"Looks like durex doesn't do much business in Pakistan looking at this risky marketing strategy! Bloody brilliant!    Still think India should've pulled out of #ICCWorldCup2019 after the #dhonikeepstheglove issue but hell if we are playing, let's beat the shit outta Pak! https://t.co/6gJBdseoAL",NOT,NONE,NONE
hasoc_en_159,":o “@mojorojo: Sorry, call me paranoid, but this is NOT the behaviour of a sane person. This is scary as fuck http://youtu.be/vx-2SsI4B9U  #Mamata”",HOF,PRFN,TIN
hasoc_en_4462,#ShameOnICC  Right now I can that IPL has more trp than icc world cup.    Icc became as useless as siddhu in politics.    agree hit like👍,NOT,NONE,NONE
hasoc_en_220,Pennsylvania Republicans under fire for putting minority congresswomen’s faces on dartboard at county fair #Resist #ResistTrump #FuckTrump ,NOT,NONE,NONE
hasoc_en_766,Why would Spain stop selling us tomatoes after #brexit?  @Arron_banks,NOT,NONE,NONE
hasoc_en_5584,"@Megan31982563 @psychdr100 @thedailybeast In Fairness To #JamalKhashoggi, #mBS Is A #DuplicitousScumbag And A #Murderer!  By The Way #Saudis Have Also Funded #Terrorism:  #Afghanistan #Taliban, #AlQaeda, #LashkareTaiba (LeT) #AlNusraFront  It's All About Power &amp; Religion: #Sunni vs #Shia  #YemenCantWait  #Yemen   #NoMoreWars",HOF,HATE,TIN
hasoc_en_70,No Muslim MP of both houses favoured Teen Talaq bill. Teen Talaq stopped scope of call to these MP's and all opposing MP from Mulla Maulvi Imam to perform HALALA. Now they do additional sex with ladies of his own house's. @ghulamnazad @OmarAbdullah @salman7khurshid @ahmedpatel,HOF,HATE,TIN
hasoc_en_4218,3.5 lakh doctors to participate in nationwide strike on 17th june... this is not good. #DoctorsProtest #DoctorsStrike #DoctorsFightBack https://t.co/StwumF2QmX,HOF,HATE,TIN
hasoc_en_430,'WE THE PEOPLE'                   👀  ⬇⬇⬇⬇⬇⬇⬇⬇   #HongKongProtest                   💪  ⬇⬇⬇⬇⬇⬇⬇⬇  #TheResistance  #ResistersForum  #PeoplesMarch                   ✊  ⬇⬇⬇⬇⬇⬇⬇⬇  #trumpCrimeFamily  #trumpIsACriminal  #trumpIsATraitor   #trumpObstructedJustice  #LiarInChief,NOT,NONE,NONE
hasoc_en_536,"I'm laughing so hard, I can barely type this. I was literally threatened with this:     'Crawl back in to the hole you live in or face the wrath of the #Scottbaioarmy '     What do you think CHACHI will do? #Resisters  #Resistance #TrumpIsATraitor",NOT,NONE,NONE
hasoc_en_6,Real Scenario: Muslims fakes Jai Shree Ram controversy  AP Sen: But it was their Right to shout. InTolerance is increased . modi must resign  Real Scenario : Muslim Mob Attackes Doctor. TMC goons attack Professor asking them to shout Mamata Beham Zindabad   AP Sen : Consumed Fevicol,NOT,NONE,NONE
hasoc_en_1386,"Gosh! If it is that easy to be PM, just say nothing, then perhaps I will think about having a go!😉  #roryforleader #BorisJohnsonShouldNotBePM",NOT,NONE,NONE
hasoc_en1_2161,"/// to know about Islam, one should study the holy Qur'an #tripletalaqtruth #WomenInIslam #trueislam",NOT,NONE,NONE
hasoc_en_4944,"Disgusting. Regardless of immigration status, they are still people! #NoKidsInCages #FuckTrump https://t.co/7sMFi6CE1T",HOF,HATE,UNT
hasoc_en_5242,I am sure Joe will do what is best for Joel . #dickhead https://t.co/TRwyjhld4v,NOT,NONE,NONE
hasoc_en_5813,@DonaldJTrumpJr #djtj #geniusjunior #dumbass How about WE take care of the CHILDREN we already have?!?  BTW.......how many children has the  #TrumpCrimeFamily   Fostered???????#TrumpIsATraitor https://t.co/BrIfJdKxzr,NOT,NONE,NONE
hasoc_en_3817,"@DCPNorthBCP  @DCPSEBCP  @DCPSouthBCP @DCPSEBCP  Dear IPS team,  Look at this video how police dept also helpless under the hands of politicians. If you have to work like this why IPS? #DreamZGKfraud   and #TGSFraud now #IMAfraud   https://t.co/KtywargcQe",NOT,NONE,NONE
hasoc_en_1500,Cannot wait until Sunday &amp; @GStephanopoulos interview with #Trump!   If they released the BOMBSHELLS they did - then what is @ABC saving for the ratings?  #TrumpTantrum #ABCNews #TrumpIsATraitor,NOT,NONE,NONE
hasoc_en_3002,Dhoni we are with you @msdhoni #DhoniKeepsTheGlove https://t.co/9F4QE5wIGg,NOT,NONE,NONE
hasoc_en_1489,Click &amp; Read: Crotch Rocket #Tool [poetry] https://t.co/LHWvc1lCzY #crotchrocket #douchebag #funny #poetry #streetbike,NOT,NONE,NONE
hasoc_en_1098,#CWC19 #WC2019WithTimes #ICCWorldCup2019 #ShameOnICC @ICC should hold famous indian 'Denga Pani' world cup in this weather rather than #CricketWorldCup2019 #cricketlive @BCCI @CricketNDTV @Sports_NDTV @BBCSport @ECB_cricket #INDvPAK #INDvsPAK #INDvNZ #CricketKaCrown,NOT,NONE,NONE
hasoc_en_48,Who made WB a hub of extremism?    Mamata Banerjee.   Who prevents Hindus from practising their religion?   Mamata Banerjee.   Who insulted doctors'?   Mamata Banerjee.   Who hates Ram the most?   Mamata Banerjee.   Who wants to turn WB into a  cemetery for Hindus?   Mamata Banerjee. ,NOT,NONE,NONE
hasoc_en_1540,@realDonaldTrump … says the guy who was installed by Putin!    #NotMyPresident   #ImpeachTrumpNow   #TrumpIsATraitor,HOF,HATE,TIN
hasoc_en_2167,"The theme song for this World Cup should be Rain, Rain go away come again another day, little spectators want their big stars to play.    Carrying the same, here is something humorous. Let's break the monotony😅🤟🏻  #ShameOnICC #CWC19 #rain  #ICCWorldCup2019  https://t.co/5AI9j5cTL5",NOT,NONE,NONE
hasoc_en_5557,#Alabama is fuckin #SICK - court forces #rape survivor to allow #rapist to have visitation with children https://t.co/OYvPFA1AQE,HOF,PRFN,UNT
hasoc_en_2178,We stand with @msdhoni infact #indiastandswithdhoni  #DhoniKeepsTheGlove https://t.co/pOVVKZK7wy,NOT,NONE,NONE
hasoc_en_2630,"Irregularities by doctors, are they unheard of ?  Haven't we heard of unauthorized practice by docs?  Public discipline is in disarray in India, in all walks - then why #DoctorsFightBack is being so hyped out .  Dear Docs, plz leave the dharnas for Delhi govt, and go back to work.",NOT,NONE,NONE
hasoc_en_1916,@DocDiesel4 @morten @RepMarkMeadows @realDonaldTrump This wins the Internet for successful brainwashing on full display. #VetsAgainstTrump #CreepyPornPresident #PutinsPuppet #TrumpIsATraitor #CadetBoneSpurs #TrumpisaLoser,NOT,NONE,NONE
hasoc_en_5167,He is bloody #murderer of 2 years old fatehveer 😡😡😡 https://t.co/nWAuJBbxaG,NOT,NONE,NONE
hasoc_en_5465,"Dhoni is associated with Army logo wholeheartedly and this video is the proof of the same.    So dear ICC, just back off.    #DhoniKeepTheGlove #DhoniKeepsTheGlove #DhoniKeSaathDesh #Dhoni #dhonigloves #DhoniKeepBalidaanBadgeGlove #DhoniAtCWC19 #DhoniInsigniaRow #DhoniKeSathDesh https://t.co/82nLD82fYI",HOF,HATE,TIN
hasoc_en_944,Hahahaha  somebody's going to beat your ass again Randy Paulie!  Halala  It's time to speed up what's going to happen to you dumb ass republicans! ,HOF,OFFN,TIN
hasoc_en_3806,"If we desire respect for the law, we must first make the law respectable.  #DoctorsFightBack",NOT,NONE,NONE
hasoc_en_4163,"Happily Queen dahlingsss #JohnMcCainDayJune14th #fucktrump make his day hellsss, Living🔥H🔥E🔥L🔥L🔥S🔥S🔥S🔥 https://t.co/87cIYf3QeB",HOF,HATE,UNT
hasoc_en1_974,"No Muslim MP from your party comes. Who is keeping them behind? You. There's a difference b/wtheir words&ideology. Narasimha Rao was responsible for Babri Masjid demolition, despite being PM he couldn't do anything. Now there's Modi who wants to work on his ideology. @asadowaisi",NOT,NONE,NONE
hasoc_en_4152,@POTUS @realDonaldTrump @senatemajldr @VP Why won’t you safeguard our elections? #IllegitimatePresident #TrumpIsATraitor #McConnellChaoCorruption #McConnellTreason #TrumpTreason #GOPTreason #TrumpCrimeFamilyForPrison #TrumpForPrison2020 #TrumpRussia #McConnellRussia #IndictTrump,NOT,NONE,NONE
hasoc_en_3533,@realDonaldTrump @PressSec is the biggest liar. Donnie this is the only good news you’ve giving. Now is time for you to leave too. #FuckSarahSanders #FuckTrump https://t.co/M1TdXBNsvy,HOF,OFFN,TIN
hasoc_en_73,It would be a first wouldn’t it,NOT,NONE,NONE
hasoc_en_3126,#ShameOnICC watch england weather report of sunday in star sports network... https://t.co/n8OFAPKMUU,NOT,NONE,NONE
hasoc_en_1336,"@Xpress_Sports @msdhoni @satishacharya @sachin_rt @SGanguly99 @bhogleharsha @sanjaymanjrekar The best answer to @ICC activism.    Get 50,000 T-Shirts / Caps printed with the #BalidanBadge &amp; distribute among the spectators tomorrow. Flood the stadium with #BalidaanBadge.    #DhoniKeSaathDesh #Dhoni #DhoniKeepsTheGlove #ICCWorldCup2019  #IndiaStandsWithDhoni @virendersehwag",NOT,NONE,NONE
